"Expedition","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm)","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Responsible","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (cm)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)","Dilution factor"
"N-ICE2015","SAL-407","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",100,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-408","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",50,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-409","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",26,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-410","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",13,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-411","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",4,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","Ship CTD-018","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",450,,"Water","CTD","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SWN-006","N-ICE","R/V Lance","Dive tent thick ice",,82.9351,16.2825,2138.5,21/04/2015 14:00,"Swim-net 200 µm",1,,"Zooplankton","Mesozooplankton taxonomy","Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-007","N-ICE","R/V Lance","Dive tent thick ice",,82.9351,16.2825,2138.5,21/04/2015 14:00,"Swim-net 200 µm",5,,"Zooplankton","Mesozooplankton taxonomy","Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-008","N-ICE","R/V Lance","Dive tent thick ice",,82.9351,16.2825,2138.5,21/04/2015 14:00,"Swim-net 200 µm",5,,"Zooplankton","Mesozooplankton taxonomy","Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-009","N-ICE","R/V Lance","Dive tent thick ice",,82.9351,16.2825,2138.5,21/04/2015 14:00,"Swim-net 200 µm",5,,"Zooplankton","Mesozooplankton taxonomy","Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-178","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",649,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-179","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",499,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-180","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",399,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-181","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",300,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-182","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",202,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-183","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",150,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-184","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",101,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-185","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",50,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-186","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",24,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-187","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",15,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-188","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",5,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-347","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",649,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-348","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",499,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-349","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",399,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-350","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",300,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-351","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",202,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-352","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",150,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-353","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",101,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-354","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",50,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-355","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",24,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-356","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",15,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","CHL-186","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",101,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-187","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",50,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-188","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",24,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-189","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",15,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-190","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",5,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","NUT-430","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",649,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-431","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",499,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-432","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",399,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-433","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",300,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-434","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",202,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-435","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",150,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-436","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",101,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-437","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",50,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-438","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",24,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-439","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",15,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-440","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",5,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-465","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",649,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-466","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",499,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-467","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",399,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-468","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",300,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-469","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",202,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-470","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",150,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-471","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",101,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-472","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",50,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-473","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",24,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-474","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",15,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-475","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",5,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","PHT-080","N-ICE","R/V Lance","Ship CTD-017",17,80.5100,13.6100,196,12/04/2015 08:45,"Ship CTD",16,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","PHT-081","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",100,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","PHT-082","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",50,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","PHT-083","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",26,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","PHT-084","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",13,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-412","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",649,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-413","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",499,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-414","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",399,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-415","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",300,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-416","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",202,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-417","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",150,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-418","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",101,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-419","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",50,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-420","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",24,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-421","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",15,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","SAL-422","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",5,,"Water","Salinity","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","Ship CTD-019","N-ICE","R/V Lance","Ship CTD-019",19,80.5600,13.1117,701,12/04/2015 18:55,"Ship CTD",701,,"Water","CTD","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-189","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",1000,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-190","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",800,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-191","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",603,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-192","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",402,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-193","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",203,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-194","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",150,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-195","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",102,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-196","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",50,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-197","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",25,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-357","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",1000,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-358","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",800,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-359","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",603,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-360","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",402,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-361","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",203,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-362","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",150,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-363","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",102,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-364","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",50,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","BAR-365","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",25,,"Water","Barium","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","CHL-191","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",102,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-192","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",50,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-193","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",25,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-194","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",15,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-195","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",5,,"Water","Pigments","Philipp Assmy","Across shelf transect","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","DOX-189","N-ICE","R/V Lance","On-ice CTD-058",58,81.3698,9.6016,1400.5,12/05/2015 11:55,"On-ice CTD",100,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-188","N-ICE","R/V Lance","On-ice CTD-058",58,81.3698,9.6016,1400.5,12/05/2015 11:55,"On-ice CTD",150,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-187","N-ICE","R/V Lance","On-ice CTD-058",58,81.3698,9.6016,1400.5,12/05/2015 11:55,"On-ice CTD",200,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-186","N-ICE","R/V Lance","On-ice CTD-058",58,81.3698,9.6016,1400.5,12/05/2015 11:55,"On-ice CTD",300,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-185","N-ICE","R/V Lance","On-ice CTD-058",58,81.3698,9.6016,1400.5,12/05/2015 11:55,"On-ice CTD",400,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-184","N-ICE","R/V Lance","Sediment trap",,81.5300,10.6483,1826.3,10/05/2015 11:30,"Sediment trap",5,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-183","N-ICE","R/V Lance","Sediment trap",,81.5300,10.6483,1826.3,10/05/2015 11:30,"Sediment trap",5,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-441","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",1000,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-442","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",800,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-443","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",603,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-444","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",402,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-445","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",203,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-446","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",150,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-447","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",102,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-448","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",50,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","NUT-449","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",25,,"Water","Nutrients","Paul Dodd; Phillip Assmy","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","OXI-478","N-ICE","R/V Lance","Ship CTD-020",20,80.6033,12.5183,1043,13/04/2015 06:05,"Ship CTD",603,,"Water","δ18 Oxygen","Paul Dodd","Across shelf transect",,,,,,,,,,,,,
