"Expedition ","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm) from","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Contact person","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (cm)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)"
"N-ICE15","FCM-068","N-ICE","R/V Lance","On-ice CTD-024","024",82.9834,25.5883,3931,"02.03.2015 19:14","On-ice CTD",5,5,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-069","N-ICE","R/V Lance","On-ice CTD-024","024",82.9834,25.5883,3931,"02.03.2015 19:14","On-ice CTD",5,5,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-070","N-ICE","R/V Lance","On-ice CTD-024","024",82.9834,25.5883,3931,"02.03.2015 19:14","On-ice CTD",15,15,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-071","N-ICE","R/V Lance","On-ice CTD-024","024",82.9834,25.5883,3931,"02.03.2015 19:14","On-ice CTD",15,15,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-072","N-ICE","R/V Lance","On-ice CTD-024","024",82.9834,25.5883,3931,"02.03.2015 19:14","On-ice CTD",15,15,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","BSI-040","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",20.00,40.00,"Sea ice","Biogenic silica","Philipp Assmy",,"Floe 2",,,,,,,,,,,500
"N-ICE15","BSI-041","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",40.00,60.00,"Sea ice","Biogenic silica","Philipp Assmy",,"Floe 2",,,,,,,,,,,300
"N-ICE15","BSI-042","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",60.00,80.00,"Sea ice","Biogenic silica","Philipp Assmy",,"Floe 2",,,,,,,,,,,200
"N-ICE15","FCM-073","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",20.00,40.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","MEI-021B","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",20.00,40.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-022","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",40.00,60.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-023B","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",60.00,80.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-024B","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",80.00,97.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-023","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",0.00,10.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop",,"Floe 2",,,,,,,,,,,
"N-ICE15","MEI-024","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",0.00,10.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop",,"Floe 2",,,,,,,,,,,
"N-ICE15","MEI-025","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",0.00,10.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-074a","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",20.00,40.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-075","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",20.00,40.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-076","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",40.00,60.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-077","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",40.00,60.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-078","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",40.00,60.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-079","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",60.00,80.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-080","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",60.00,80.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-081","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",60.00,80.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-082","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",80.00,97.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-083","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",80.00,97.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-084","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",80.00,97.00,"Bacteria","Flow cytometry","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-055","N-ICE","R/V Lance","On-ice CTD-022","022",82.9728,25.7670,3930,"02.03.2015 14:36","On-ice CTD",400,400,"Water","DOC/TDN","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-056","N-ICE","R/V Lance",,,82.9728,25.7670,3930,"02.03.2015 14:36","NO-GEAR",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ; ","Floe 2",,,,,,,,,,,
"N-ICE15","DOC-057","N-ICE","R/V Lance",,,82.9728,25.7670,3930,"02.03.2015 14:36","NO-GEAR",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ; ","Floe 2",,,,,,,,,,,
"N-ICE15","DOC-058","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",20.00,40.00,"Sea ice","DOC/TDN","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","CHL-059","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",0.00,3.00,"Sea ice","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,470
"N-ICE15","CHL-060","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",3.00,7.00,"Sea ice","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1020
"N-ICE15","CHL-061","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",10.00,20.00,"Sea ice","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","CHL-062","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",20.00,40.00,"Sea ice","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","CHL-063","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",40.00,60.00,"Sea ice","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","CHL-064","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",60.00,80.00,"Sea ice","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-072","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",10.00,20.00,"Sea ice","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,370
"N-ICE15","POC-073","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",20.00,40.00,"Sea ice","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,500
"N-ICE15","POC-074","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",40.00,60.00,"Sea ice","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,500
"N-ICE15","POC-075","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",60.00,80.00,"Sea ice","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,500
"N-ICE15","POC-076","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",80.00,97.00,"Sea ice","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,510
"N-ICE15","CHL-065","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 14 cm",80.00,97.00,"Sea ice","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","ZOP-001","N-ICE","R/V Lance","Coring 2c",,83.1336,24.1543,1872,05/03/2015 12:00,"WP2 200 μm",600,0,"Zooplankton","Zooplankton physiology","Janne Søreide, UNIS; Anette Wold",,"Floe 2c",,,,,,,,,,,
"N-ICE15","ZOP-002","N-ICE","R/V Lance","Coring 2c",,83.1336,24.1543,1872,05/03/2015 12:00,"WP2 200 μm",200,0,"Zooplankton","Zooplankton physiology","Janne Søreide, UNIS; Anette Wold",,"Floe 2c",,,,,,,,,,,
"N-ICE15","DIC-225","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",0.00,10.00,"Sea ice","DIC/AT","Agneta Fransson","5 MAR ST D1 ICE 1","Floe 2",,,3,,,,,,,,
"N-ICE15","FCF-015","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",0.00,10.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 1","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-016","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",0.00,10.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 1","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-017","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",10.00,20.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 2","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-018","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",10.00,20.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 2","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-019","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",20.00,30.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 3","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-020","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",20.00,30.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 3","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-021","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",20.00,30.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 4","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-022","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",20.00,30.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 4","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-023","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",40.00,50.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 5","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-204","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"NO-GEAR",0.00,0.00,"Snow","Barium","Paul Dodd","NICE 5 MAR ST D1 SNOW BOTTOM","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-205","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",10.00,20.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 2","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-206","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"NO-GEAR",8.00,16.00,"Snow","Barium","Paul Dodd","NICE 5 MAR ST D1 SNOW2","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-207","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"NO-GEAR",0.00,8.00,"Snow","Barium","Paul Dodd","NICE 5 MAR ST D1 SNOW3","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-208","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"NO-GEAR",16.00,24.00,"Snow","Barium","Paul Dodd","NICE 5 MAR ST D1 SNOW1","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-209","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",60.00,70.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 7","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-210","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",20.00,30.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 3","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-211","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",70.00,80.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 8","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-212","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",40.00,50.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 5","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-213","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",80.00,90.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 9","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-214","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",90.00,100.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 10","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-215","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",0.00,10.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 1","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-216","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",30.00,40.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 4","Floe 2",,,3,,,,,,,,
"N-ICE15","BAR-217","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",50.00,60.00,"Sea ice","Barium","Paul Dodd","5 MAR ST D1 ICE 6","Floe 2",,,3,,,,,,,,
"N-ICE15","CDO-187","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"NO-GEAR",8.00,16.00,"Snow","CDOM","Mats Granskog","NICE 5 MAR ST D1 SNOW2","Floe 2",,,3,,,,,,,,
"N-ICE15","CDO-192","N-ICE","R/V Lance","D1",,83.8802,24.1277,1872,05/03/2015 13:30,"NO-GEAR",16.00,24.00,"Snow","CDOM","Mats Granskog","NICE 5 MAR ST D1 SNOW1","Floe 2",,,3,,,,,,,,
"N-ICE15","FCF-024","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",40.00,50.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 5","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-025","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",50.00,60.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 6","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-026","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",50.00,60.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 6","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-027","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",60.00,70.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 7","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-028","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",60.00,70.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 7","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-029","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",70.00,80.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 8","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-030","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",70.00,80.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 8","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-031","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",70.00,80.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 9","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-032","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",70.00,80.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 9","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-033","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",70.00,80.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 10","Floe 2",,,,,,,,,,,
"N-ICE15","FCF-034","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",70.00,80.00,"Bacteria","Flow cytometry","Philipp Assmy; Hermanni Kaartokallio","5 MAR ST D1 ICE 10","Floe 2",,,,,,,,,,,
"N-ICE15","CHL-066","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",101,101,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1500
"N-ICE15","CHL-067","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",50,50,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1500
"N-ICE15","CHL-068","N-ICE","R/V Lance","On-ice CTD-025","025",83.1446,23.9591,"n.r.","07.03.2015 07:24","On-ice CTD",25,25,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1500
"N-ICE15","CHL-069","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",15,15,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1500
"N-ICE15","CHL-070","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",5,5,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1500
"N-ICE15","CHL-071","N-ICE","R/V Lance","On-ice CTD-026","026",83.1459,23.9199,"n.r.","07.03.2015 08:20","On-ice CTD",1,1,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1500
"N-ICE15","CHL-072","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",30.00,40.00,"Sea ice","Pigments","Philipp Assmy","NICE 5 MAR ST D1 ICE4","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-073","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","NO-GEAR",0.00,8.00,"Snow","Pigments","Philipp Assmy","NICE 5 MAR ST D1 SNOW3","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-074","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","NO-GEAR",8.00,16.00,"Snow","Pigments","Philipp Assmy","NICE 5 MAR ST D1 SNOW2","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-075","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","NO-GEAR",16.00,24.00,"Snow","Pigments","Philipp Assmy","NICE 5 MAR ST D1 SNOW1","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-076","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","NO-GEAR",0.00,0.00,"Snow","Pigments","Philipp Assmy","NICE 5 MAR ST D1 SNOW BOTTOM","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-077","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",0.00,10.00,"Sea ice","Pigments","Philipp Assmy","5 MAR ST D1 ICE 1","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-078","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",10.00,20.00,"Sea ice","Pigments","Philipp Assmy","5 MAR ST D1 ICE 2","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-079","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",20.00,30.00,"Sea ice","Pigments","Philipp Assmy","5 MAR ST D1 ICE 3","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-080","N-ICE","R/V Lance","D1",,82.9819,24.1266,1872,"05.03.2015 13:30","Ice corer 9 cm",30.00,40.00,"Sea ice","Pigments","Philipp Assmy","5 MAR ST D1 ICE 4","Floe 2",,,,,,,,,,,100
"N-ICE15","DOC-059","N-ICE","R/V Lance","Super Site Coring",,83.1336,24.1543,1872,05/03/2015 12:00,"Ice corer 9 cm",40.00,60.00,"Sea ice","DOC/TDN","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-073B","N-ICE","R/V Lance","Super Site Coring",,82.9819,24.1266,1872,05/03/2015 13:30,"Ice corer 9 cm",20.00,40.00,"Bacteria","Flow cytometry","Philipp Assmy","Coordinates taken from Pedro's blue notebook notes. These depths were not inverted and follow the ""rule"" for the biological cores"". ","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","FCM-074B","N-ICE","R/V Lance","Super Site Coring",,82.9819,24.1266,1872,05/03/2015 13:30,"Ice corer 9 cm",20.00,40.00,"Bacteria","Flow cytometry","Philipp Assmy","Coordinates taken from Pedro's blue notebook notes. These depths were not inverted and follow the ""rule"" for the biological cores"". ","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","FCM-075B","N-ICE","R/V Lance","Super Site Coring",,82.9819,24.1266,1872,05/03/2015 13:30,"Ice corer 9 cm",20.00,40.00,"Bacteria","Flow cytometry","Philipp Assmy","Coordinates taken from Pedro's blue notebook notes. These depths were not inverted and follow the ""rule"" for the biological cores"". ","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","FCM-076B","N-ICE","R/V Lance","Super Site Coring",,82.9819,24.1266,1872,05/03/2015 13:30,"Ice corer 9 cm",40.00,60.00,"Bacteria","Flow cytometry","Philipp Assmy","Coordinates taken from Pedro's blue notebook notes. These depths were not inverted and follow the ""rule"" for the biological cores"". ","Floe 2",,,,,,98,24,-2,,,
